2017-05-19T17.31.24.014,2,Mareike
2017-05-19T17.31.45.894,3,50.078303,8.23723,0
2017-05-19T17.31.46.022,3,50.078142,8.237236,0.0179075
2017-05-19T17.31.46.291,3,50.078705,8.237218,0.08052342
2017-05-19T17.31.53.284,1,mazda_mx-5_nd
2017-05-19T17.32.01.51,1,porsche_911
2017-05-19T17.32.34.138,1,vw_kaefer
2017-05-19T17.32.37.816,1,vw_kaefer
