2017-05-17T19.38.36.73,2,jh
2017-05-17T19.38.44.944,3,49.986943,8.176371,0
2017-05-17T19.38.57.472,3,49.986903,8.176336,0.00510337
2017-05-17T19.38.57.489,3,49.986858,8.176289,0.01113071
2017-05-17T19.38.57.661,3,49.986821,8.176248,0.01618235
2017-05-17T19.39.10.048,3,49.986781,8.176205,0.0215892
2017-05-17T19.39.10.125,3,49.986724,8.176142,0.02936473
2017-05-17T19.39.22.532,3,49.98664,8.176051,0.04074764
2017-05-17T19.39.22.929,3,49.986591,8.176001,0.04726419
2017-05-17T19.39.41.268,3,49.986501,8.175921,0.05879088
2017-05-17T19.39.59.417,3,49.986437,8.175865,0.06695629
2017-05-17T19.39.59.497,3,49.98638,8.175823,0.07396973
2017-05-17T19.39.59.497,3,49.986327,8.175785,0.08045914
2017-05-17T19.40.16.652,3,49.986265,8.175733,0.08829177
2017-05-17T19.40.16.829,3,49.986153,8.175613,0.10341474
2017-05-17T19.40.16.83,3,49.986075,8.175522,0.11425696
2017-05-17T19.40.16.831,3,49.986003,8.175437,0.12430822
2017-05-17T19.40.16.832,3,49.985935,8.175356,0.13383239
2017-05-17T19.40.43.976,3,49.985871,8.17528,0.14278611
2017-05-17T19.41.39.33,3,49.987452,8.17581,0.14278611
2017-05-17T19.41.39.946,3,49.986987,8.176436,0.21117097
2017-05-17T19.41.44.424,3,49.986957,8.176381,0.21632751
