2017-05-13T23.51.34.411,2,mareike 
2017-05-13T23.51.44.372,3,49.987222,8.176221,0
2017-05-13T23.51.45.32,3,49.987132,8.176271,0.01062682
2017-05-13T23.51.46.704,3,49.987018,8.176427,0.02751105
