2017-05-14T21.47.58.124,2,jh
2017-05-14T21.48.18.328,3,49.987206,8.176344,0
2017-05-14T21.48.19.28,3,49.987192,8.176264,0.00592757
2017-05-14T21.48.20.273,3,49.987179,8.176189,0.01148103
2017-05-14T21.48.21.372,3,49.987138,8.175966,0.02806318
2017-05-14T21.48.22.291,3,49.987106,8.175788,0.04127718
2017-05-14T21.48.23.272,3,49.987079,8.175674,0.04996286
2017-05-14T21.48.24.262,3,49.987058,8.175582,0.0569425
2017-05-14T21.48.27.265,3,49.987023,8.175515,0.06311432
2017-05-14T21.48.33.272,3,49.98701,8.175594,0.06894439
2017-05-14T21.48.36.268,3,49.987008,8.175678,0.07495401
2017-05-14T21.48.38.343,3,49.987008,8.175748,0.07995859
2017-05-14T21.48.40.281,3,49.987008,8.175838,0.08639305
2017-05-14T21.48.43.268,3,49.987008,8.175923,0.09247005
2017-05-14T21.48.45.941,3,49.987224,8.176454,0.13739306
2017-05-14T21.48.46.272,3,49.987008,8.175951,0.18063763
2017-05-14T21.48.54.274,3,49.987008,8.176022,0.18571371
2017-05-14T21.49.17.797,3,49.986972,8.176099,0.1925203
2017-05-14T21.49.21.428,3,49.986976,8.176177,0.19811455
2017-05-14T21.49.38.811,3,49.986989,8.176246,0.20325507
2017-05-14T21.50.12.829,3,49.987012,8.176308,0.20837258
2017-05-14T21.51.23.751,3,49.987055,8.176287,0.21338414
2017-05-14T21.51.37.485,1,vw_kaefer
2017-05-14T21.51.39.777,1,vw_kaefer
2017-05-14T21.51.41.845,1,porsche_911
2017-05-14T21.51.44.797,1,mazda_mx-5_nd
