2017-05-14T21.31.21.821,2,jh
2017-05-14T21.31.27.278,3,49.987068,8.176328,0
2017-05-14T21.31.29.283,3,49.987142,8.176313,0.00829801
2017-05-14T21.31.31.282,3,49.987189,8.176304,0.01356364
2017-05-14T21.31.34.282,3,49.987246,8.176292,0.01995955
2017-05-14T21.31.43.898,1,porsche_911
2017-05-14T21.31.43.899,3,49.987232,8.176222,0.02520064
2017-05-14T21.31.44.713,3,49.987216,8.176287,0.03017665
2017-05-14T21.31.45.301,3,49.987224,8.176359,0.0354005
2017-05-14T21.31.47.215,1,porsche_911
2017-05-14T21.31.50.378,1,mazda_mx-5_nd
2017-05-14T21.32.00.798,3,49.987222,8.176452,0.04205313
2017-05-14T21.32.09.281,3,49.987262,8.176494,0.04741963
2017-05-14T21.39.07.802,1,porsche_911
2017-05-14T21.39.59.429,1,mazda_mx-5_nd
