2017-05-10T16.32.50.746,2,jjj
2017-05-10T16.33.05.5,1,mazda_mx-5_nd
2017-05-10T16.33.20.142,1,vw_kaefer
2017-05-10T16.33.35.134,3,49.98666,8.17531,0
2017-05-10T16.33.35.178,3,49.986617,8.175275,0.00539659
2017-05-10T16.33.36.353,3,49.986577,8.175222,0.01123962
2017-05-10T16.33.41.397,3,49.986536,8.175184,0.01654673
2017-05-10T16.33.46.345,3,49.986492,8.175124,0.02305355
2017-05-10T16.33.49.324,3,49.986458,8.175079,0.02801782
2017-05-10T16.33.53.321,3,49.986411,8.175057,0.03347554
2017-05-10T16.33.59.389,3,49.986351,8.175025,0.04052861
2017-05-10T16.34.02.329,3,49.986286,8.175037,0.04780702
2017-05-10T16.34.06.12,3,49.98623,8.17506,0.0542474
2017-05-10T16.34.08.345,3,49.986183,8.175062,0.05947552
2017-05-10T16.34.12.402,3,49.986131,8.175045,0.06538402
2017-05-10T16.34.15.35,3,49.986083,8.175032,0.07080169
2017-05-10T16.34.20.477,3,49.986027,8.17502,0.07708744
2017-05-10T16.34.23.369,3,49.985976,8.175038,0.08290257
2017-05-10T16.34.27.405,3,49.98591,8.175013,0.09045596
2017-05-10T16.34.30.345,3,49.985855,8.174958,0.09772677
2017-05-10T16.34.33.988,3,49.985804,8.174925,0.10386893
2017-05-10T16.34.36.337,3,49.985758,8.17491,0.10909512
2017-05-10T16.34.40.401,3,49.985704,8.1749,0.11514206
2017-05-10T16.34.46.349,3,49.985657,8.174937,0.12099959
2017-05-10T16.34.49.496,3,49.985606,8.174948,0.1267248
2017-05-10T16.34.52.43,3,49.985559,8.174942,0.13196854
2017-05-10T16.34.56.461,3,49.985516,8.174916,0.13709856
2017-05-10T16.35.00.825,3,49.985463,8.174889,0.1433
2017-05-10T16.35.03.482,3,49.98541,8.174882,0.14921454
2017-05-10T16.35.06.461,3,49.985357,8.174897,0.15520466
2017-05-10T16.35.09.457,3,49.985304,8.174884,0.16117083
2017-05-10T16.35.12.449,3,49.985256,8.174889,0.16652015
2017-05-10T16.35.15.464,3,49.985211,8.174906,0.17166942
2017-05-10T16.35.18.449,3,49.985162,8.174915,0.17715584
2017-05-10T16.35.21.465,3,49.985117,8.174921,0.18217797
2017-05-10T16.35.25.849,3,49.985058,8.174935,0.18881439
2017-05-10T16.35.29.94,3,49.985004,8.174949,0.19490177
2017-05-10T16.35.32.445,3,49.984954,8.174936,0.20053867
2017-05-10T16.35.35.429,3,49.984905,8.174915,0.20619031
2017-05-10T16.35.41.844,3,49.984854,8.174934,0.21202169
2017-05-10T16.35.44.465,3,49.984803,8.174948,0.21778029
2017-05-10T16.35.47.469,3,49.984754,8.174947,0.22322931
2017-05-10T16.35.50.42,3,49.984704,8.174941,0.22880559
2017-05-10T16.35.55.853,3,49.984656,8.174929,0.23421146
2017-05-10T16.36.09.835,3,49.984602,8.174908,0.24040086
2017-05-10T16.36.12.453,3,49.98454,8.17491,0.24729643
2017-05-10T16.36.14.473,3,49.984492,8.174897,0.25271411
2017-05-10T16.36.17.506,3,49.98444,8.174862,0.25901453
2017-05-10T16.36.21.469,3,49.984399,8.174825,0.26428545
2017-05-10T16.36.28.864,3,49.98435,8.174788,0.27034227
2017-05-10T16.36.31.472,3,49.984296,8.174758,0.2767184
2017-05-10T16.36.34.505,3,49.984237,8.174727,0.2836432
2017-05-10T16.36.37.464,3,49.984184,8.174704,0.28976166
2017-05-10T16.36.40.488,3,49.984134,8.174682,0.29553963
2017-05-10T16.36.45.83,3,49.984082,8.174682,0.30132177
2017-05-10T16.36.49.828,3,49.984025,8.174702,0.30781919
2017-05-10T16.36.52.464,3,49.983977,8.174698,0.3131642
2017-05-10T16.36.55.442,3,49.983926,8.174681,0.31896394
2017-05-10T16.36.58.464,3,49.983871,8.174658,0.3252969
2017-05-10T16.37.01.465,3,49.983817,8.174649,0.3313358
2017-05-10T16.37.04.445,3,49.983769,8.174648,0.33667364
2017-05-10T16.37.07.48,3,49.983736,8.174697,0.34174699
2017-05-10T16.37.10.46,3,49.983726,8.174769,0.34701363
2017-05-10T16.37.14.823,3,49.983721,8.174862,0.35368623
2017-05-10T16.37.17.451,3,49.983718,8.174943,0.35948724
2017-05-10T16.37.20.461,3,49.983716,8.175013,0.36449711
2017-05-10T16.37.24.428,3,49.983708,8.175102,0.37092239
2017-05-10T16.37.27.477,3,49.983682,8.17516,0.37597762
2017-05-10T16.37.31.874,3,49.983658,8.175243,0.38248448
2017-05-10T16.37.34.48,3,49.983648,8.175313,0.38761144
2017-05-10T16.37.38.8,3,49.983652,8.175397,0.39363381
2017-05-10T16.37.43.809,3,49.98365,8.175487,0.40007256
2017-05-10T16.37.47.813,3,49.983654,8.175569,0.40595233
2017-05-10T16.37.50.46,3,49.983661,8.17564,0.41108808
2017-05-10T16.37.53.48,3,49.983666,8.175713,0.41633704
2017-05-10T16.37.57.462,3,49.983653,8.175788,0.42189088
2017-05-10T16.38.01.841,3,49.983655,8.175871,0.42782947
