2017-05-09T20.24.45.654,2,jjj
2017-05-09T20.24.46.106,3,49.987058,8.176458,0
2017-05-09T20.24.46.494,3,49.987052,8.176459,0.00067099
2017-05-09T20.24.47.498,3,49.986975,8.17659,0.01336054
2017-05-09T20.24.48.506,3,49.986957,8.176623,0.01645446
2017-05-09T20.24.49.582,3,49.986917,8.176679,0.0224388
2017-05-09T20.24.50.531,3,49.986934,8.17665,0.0252445
2017-05-09T20.24.51.53,3,49.986925,8.176664,0.0266599
2017-05-09T20.24.52.51,3,49.986965,8.176577,0.03430654
2017-05-09T20.24.53.502,3,49.986886,8.176751,0.04953543
2017-05-09T20.24.54.985,1,mazda_mx-5_nd
2017-05-09T20.24.54.986,3,49.986873,8.176651,0.05682952
2017-05-09T20.24.55.506,3,49.986918,8.176584,0.06375649
2017-05-09T20.24.56.513,3,49.986921,8.176578,0.0642999
2017-05-09T20.24.57.525,3,49.986944,8.176558,0.06722996
2017-05-09T20.24.58.521,3,49.986954,8.176581,0.069215
2017-05-09T20.24.59.512,3,49.986955,8.17661,0.07129131
2017-05-09T20.25.00.516,3,49.986959,8.176618,0.07201585
2017-05-09T20.25.01.489,3,49.986955,8.176649,0.07427635
2017-05-09T20.25.02.504,3,49.986949,8.176678,0.07645438
2017-05-09T20.25.03.518,3,49.986935,8.176774,0.08349215
2017-05-09T20.25.05.504,3,49.986926,8.176844,0.08859582
2017-05-09T20.25.17.376,3,49.986928,8.17684,0.08895809
2017-05-09T20.25.19.52,3,49.986933,8.176821,0.09042585
2017-05-09T20.25.20.509,3,49.986939,8.176807,0.09162875
2017-05-09T20.25.25.497,3,49.986948,8.17679,0.09320314
2017-05-09T20.25.26.525,3,49.986954,8.176776,0.09440603
2017-05-09T20.25.27.517,3,49.986968,8.176759,0.09638102
