2017-05-14T21.41.45.886,2,jh
2017-05-14T21.41.54.294,3,49.987167,8.17651,0
2017-05-14T21.41.55.299,3,49.987058,8.176455,0.01274215
2017-05-14T21.41.57.532,1,vw_polo_9n3
2017-05-14T21.41.57.533,3,49.987021,8.176412,0.01787807
2017-05-14T21.41.59.275,3,49.986983,8.176369,0.02310349
2017-05-14T21.42.00.133,1,vw_polo_9n3
2017-05-14T21.42.02.304,1,vw_kaefer
2017-05-14T21.42.04.826,1,mazda_mx-5_nd
2017-05-14T21.42.07.278,3,49.987099,8.176506,0.03929947
2017-05-14T21.42.09.278,3,49.987046,8.176446,0.04658867
2017-05-14T21.42.11.286,3,49.987099,8.176503,0.05375374
2017-05-14T21.42.12.281,3,49.987358,8.176578,0.08304814
2017-05-14T21.42.26.175,3,49.987331,8.176635,0.08810978
2017-05-14T21.42.31.33,3,49.987286,8.176582,0.09438636
2017-05-14T21.42.33.327,3,49.987269,8.176514,0.0996025
2017-05-14T21.42.35.327,3,49.987235,8.176465,0.10475668
