2017-05-17T20.50.35.209,2,jh
2017-05-17T20.50.38.83,1,mazda_mx-5_nd
2017-05-17T20.50.44.131,1,mazda_mx-5_nd
2017-05-17T20.50.47.51,1,mazda_mx-5_nd
2017-05-17T20.50.50.854,3,49.985108,8.174506,0
2017-05-17T20.50.50.855,3,49.985055,8.174378,0.010885
2017-05-17T20.50.50.856,3,49.985029,8.174313,0.01635818
2017-05-17T20.50.51.358,1,porsche_911
2017-05-17T20.50.52.154,3,49.98718,8.174888,0.01635818
2017-05-17T20.50.52.702,3,49.987066,8.176691,0.01635818
2017-05-17T20.50.53.722,3,49.987001,8.176564,0.02796339
2017-05-17T20.50.54.707,3,49.986805,8.176196,0.06212764
2017-05-17T20.50.55.649,1,porsche_911
2017-05-17T20.50.55.712,3,49.986846,8.176755,0.10235215
2017-05-17T20.50.56.73,3,49.986916,8.17696,0.11894711
2017-05-17T20.50.57.716,3,49.986958,8.177023,0.12543539
2017-05-17T20.50.58.73,3,49.986943,8.176756,0.14459705
2017-05-17T20.50.59.593,1,mazda_mx-5_nd
2017-05-17T20.51.02.279,1,mazda_mx-5_nd
2017-05-17T20.51.02.717,3,49.986951,8.176684,0.14982093
2017-05-17T20.51.05.545,1,vw_kaefer
2017-05-17T20.51.05.732,3,49.986945,8.176599,0.15593444
2017-05-17T20.51.09.89,1,mazda_mx-5_nd
2017-05-17T20.51.09.983,3,49.986947,8.176509,0.16237275
